label,message
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
ham,Tell me something. Thats okay.
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
ham,Yep get with the program. You're slacking.
ham,I'm in inside office..still filling forms.don know when they leave me.
ham,"I think your mentor is , but not 100 percent sure."
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
ham,Hi mom we might be back later than  &lt;#&gt;
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,"Lol, oh you got a friend for the dog ?"
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,"K I'll head out in a few mins, see you there"
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
ham,Somebody set up a website where you can play hold em using eve online spacebucks
ham,Its sunny in california. The weather's just cool
spam,You have 1 new message. Call 0207-083-6089
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,Nt joking seriously i told
ham,Watching ajith film ah?
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,I dont know exactly could you ask chechi.
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham,As in i want custom officer discount oh.
ham,That's necessarily respectful
ham,Hi. Hope you had a good day. Have a better night.
ham,And he's apparently bffs with carly quick now
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
ham,So gd got free ice cream... I oso wan...
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
ham,So how many days since then?
ham,Dear are you angry i was busy dear
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...
ham,... Are you in the pub?
ham,There is a first time for everything :)
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,I ask if u meeting da ge tmr nite...
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
ham,East coast
ham,You should get more chicken broth if you want ramen unless there's some I don't know about
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,Nope. I just forgot. Will show next week
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
ham,I dont know oh. Hopefully this month.
ham,"Hi elaine, is today's meeting confirmed?"
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,Oh yeah! And my diet just flew out the window
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham,You didnt complete your gist oh.
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
ham,If I was I wasn't paying attention
ham,Thanx a lot 4 ur help!
ham,You're gonna have to be way more specific than that
ham,Jesus armand really is trying to tell everybody he can find
ham,I'm wif him now buying tix lar...
ham,Mode men or have you left.
ham,Am slow in using biola's fne
ham,"\What are youdoing later? Sar xxx\"""""
ham,Hey i've booked the 2 lessons on sun liao...
ham,Thank you. do you generally date the brothas?
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham,So that takes away some money worries
ham,"aight we can pick some up, you open before tonight?"
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
ham,Sac needs to carry on:)
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
ham,What???? Hello wats talks email address?
ham,Except theres a chick with huge boobs.
ham,Im just wondering what your doing right now?
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,U GOIN OUT 2NITE?
ham,I will treasure every moment we spend together...
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
spam,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
ham,I thought slide is enough.
ham,Well obviously not because all the people in my cool college life went home ;_;
ham,Ok lor Ì_ reaching then message me.
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,Dhoni have luck to win some big title.so we will win:)
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,No probably  &lt;#&gt; %.
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,Have you seen who's back at Holby?!
ham,Shall call now dear having food
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
ham,Ofcourse I also upload some songs
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,Oh thanks a lot..i already bought 2 eggs ..
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,I think if he rule tamilnadu..then its very tough for our people.
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
ham,Why did I wake up on my own &gt;:(
ham,Now get step 2 outta the way. Congrats again.
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,Apo all other are mokka players only
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,I want to be inside you every night...
ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
ham,Lol they were mad at first but then they woke up and gave in.
ham,"ItÛ÷s reassuring, in this crazy world."
ham,"Just making dinner, you ?"
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,Oh... Okie lor...We go on sat...
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,Can you pls send me that company name. In saibaba colany
ham,No. I dont want to hear anything
ham,You are a big chic. Common. Declare
ham,Thats cool. I want to please you...
ham,Going to join tomorrow.
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
ham,"Total disappointment, when I texted you was the craziest shit got :("
ham,Its just the effect of irritation. Just ignore it
ham,What about this one then.
ham,I think that tantrum's finished so yeah I'll be by at some point
ham,Compliments to you. Was away from the system. How your side.
ham,happened here while you were adventuring
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june."
ham,Ok which your another number
ham,Aiyah ok wat as long as got improve can already wat...
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800
ham,Yeah it's jus rite...
ham,Armand says get your ass over to epsilon
ham,U still havent got urself a jacket ah?
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
ham,Hi its in durban are you still on this number
ham,Ic. There are a lotta childporn cars then.
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
ham,"No, I was trying it all weekend ;V"
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,"Cool, what time you think you can get here?"
ham,Wen did you get so spiritual and deep. That's great
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham,Anything lor. Juz both of us lor.
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,Ard 6 like dat lor.
ham,Why don't you wait 'til at least wednesday to see if you get your .
ham,Huh y lei...
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
spam,"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,Will Ì_ b going to esplanade fr home?
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,Rofl. Its true to its name
ham,date wed NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER from chris garrigues cwg dated NUMBER NUMBERfaNUMBERd deepeddy com message id NUMBER NUMBER tmda deepeddy vircio com i can t reproduce this error for me it is very repeatable like every time without fail this is the debug log of the pick happening NUMBER NUMBER NUMBER pick_it exec pick inbox list lbrace lbrace subject ftp rbrace rbrace NUMBER NUMBER sequence mercury NUMBER NUMBER NUMBER exec pick inbox list lbrace lbrace subject ftp rbrace
ham,martin a posted tassos papadopoulos the greek sculptor behind the plan judged that the limestone of mount kerdylio NUMBER miles east of salonika and not far from the mount athos monastic community was ideal for the patriotic sculpture as well as alexander s granite features NUMBER ft high and NUMBER ft wide a museum a restored amphitheatre and car park for admiring crowds are planned so is this mountain limestone or granite if it s limestone it ll weather pretty fast yahoo groups sponsor NUMBER
ham,man threatens explosion in moscow thursday august NUMBER NUMBER NUMBER NUMBER pm moscow ap security officers on thursday seized an unidentified man who said he was armed with explosives and threatened to blow up his truck in front of russia s federal security services headquarters in moscow ntv television reported the officers seized an automatic rifle the man was carrying then the man got out of the truck and was taken into custody ntv said no other details were immediately available the man ha
ham,klez the virus that won t die already the most prolific virus ever klez continues to wreak havoc andrew brandt from the september NUMBER issue of pc world magazine posted thursday august NUMBER NUMBER the klez worm is approaching its seventh month of wriggling across the web making it one of the most persistent viruses ever and experts warn that it may be a harbinger of new viruses that use a combination of pernicious approaches to go from pc to pc antivirus software makers symantec and mcafee b
ham,in adding cream to spaghetti carbonara which has the same effect on pasta as making a pizza a deep pie i just had to jump in here as carbonara is one of my favourites to make and ask what the hell are you supposed to use instead of cream i ve never seen a recipe that hasn t used this personally i use low fat creme fraiche because it works quite nicely but the only time i ve seen an supposedly authentic recipe for carbonara it was identical to mine cream eggs and lots of fresh parmesan except fo
ham,i just had to jump in here as carbonara is one of my favourites to make and ask what the hell are you supposed to use instead of cream isn t it just basically a mixture of beaten egg and bacon or pancetta really you mix in the raw egg to the cooked pasta and the heat of the pasta cooks the egg that s my understanding martin yahoo groups sponsor NUMBER dvds free s p join now URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL
ham,the scotsman NUMBER august NUMBER playboy wants to go out with a bang an ageing berlin playboy has come up with an unusual offer to lure women into his bed by promising the last woman he sleeps with an inheritance of NUMBER NUMBER NUMBER NUMBER rolf eden NUMBER a berlin disco owner famous for his countless sex partners said he could imagine no better way to die than in the arms of an attractive young woman preferably under NUMBER i put it all in my last will and testament the last woman who slee
ham,martin adamson wrote isn t it just basically a mixture of beaten egg and bacon or pancetta really you mix in the raw egg to the cooked pasta and the heat of the pasta cooks the egg that s my understanding you re probably right mine s just the same but with the cream added to the eggs i guess i should try it without actually looking on the internet for a recipe i found this one from possibly one of the scariest people i ve ever seen and he s a us congressman URL that s one of the worst non smiles
ham,the scotsman thu NUMBER aug NUMBER meaningful sentences tracey lawson if you ever wanted to look like one of the most dangerous inmates in prison history as one judge described charles bronson now s your chance bronson the serial hostage taker not the movie star has written a health and fitness guide in which he shares some of the secrets behind his legendary muscle power solitary fitness a title which bears testament to the fact that bronson NUMBER has spent NUMBER of his NUMBER prison years in
ham,i have been trying to research via sa mirrors and search engines if a canned script exists giving clients access to their user_prefs options via a web based cgi interface numerous isps provide this feature to clients but so far i can find nothing our configuration uses amavis postfix and clamav for virus filtering and procmail with spamassassin for spam filtering i would prefer not to have to write a script myself but will appreciate any suggestions this URL email is sponsored by osdn tired of t
ham,hello have you seen and discussed this article and his approach thank you URL hell there are no rules here we re trying to accomplish something thomas alva edison this URL email is sponsored by osdn tired of that same old cell phone get a new here for free URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL
ham,yes great minds think alike but even withput eval rules it would be very useful it would allow us to respond quickly to spammer s tricks theo van dinter wrote on thu aug NUMBER NUMBER at NUMBER NUMBER NUMBERam NUMBER marc perkel wrote has anyone though of the idea of live updates of rules after release the idea being that the user can run a cron job once a week or so and get the new default rule set this would allow us to react faster to i suggested this a few months ago i don t remember the det
ham,on mon aug NUMBER NUMBER at NUMBER NUMBER NUMBERpm NUMBER john p looney mentioned this is likely because to get it to boot like the cobalt i m actually passing root dev hdaNUMBER to the kernel not dev mdNUMBER just to solve this the reason i was booting the box with root dev hdaNUMBER not dev mdNUMBER was because dev mdNUMBER wasn t booting it would barf with can t find init it turns out that this is because i was populating mdNUMBER with tar which seems to have issues with crosslinked files for
ham,from chris garrigues cwg exmh deepeddy com date wed NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER from chris garrigues cwg exmh deepeddy com date wed NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER ouch i ll get right on it from robert elz kre munnari oz au date wed NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER any chance of having that lengthen instead i like all my exmh stuff in nice columns fits the display better that is i use the detache d folder list one column the main exmh window takes up
ham,spamassassin is hurting democracy owen URL internet can level the political playing field by mike mccurry and larry purpuro not many months from now people across the country will experience one of the great recurring features of american democracy at shopping malls on factory floors at church socials and even on our front stoops we will be approached by individuals who want to represent us in public office while chances are high that we won t know them personally they will walk up to us offer a
ham,hi all apologies for the possible silly question i don t think it is but but is eircom s adsl service nat ed and what implications would that have for voip i know there are difficulties with voip or connecting to clients connected to a nat ed network from the internet wild i e machines with static real ips any help pointers would be helpful cheers rgrds bernard bernard tyers national centre for sensor research p NUMBER NUMBER NUMBER NUMBER e bernard tyers URL w URL l nNUMBER ____________________
ham,in forteana y d mcmann dmcmann b wrote robert moaby NUMBER who sent death threats to staff was also jailed for hoarding indecent pictures of children on his home computer hmm if i didn t trust our government and secret police i could look at this another way there is a bit of circumstantial evidence apparently some mt listers were approached by him via email a little research in dejanews google groups showed a number of messages from him clearly hoping to contact girls appearing in alt teens an
ham,in a nutshell solaris is suns own flavour of unix original message from kiall mac innes mailto kiall redpie com sent NUMBER august NUMBER NUMBER NUMBER to ilug subject ilug sun solaris can someone explain what type of operating system solaris is as ive never seen or used it i dont know wheather to get a server from sun or from dell i would prefer a linux based server and sun seems to be the one for that but im not sure if solaris is a distro of linux or a completely different operating system ca
ham,apols if this has been posted before URL rob yahoo groups sponsor NUMBER dvds free s p join now URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL
ham,can someone explain what type of operating system solaris is as ive never seen or used it i dont know wheather to get a server from sun or from dell i would prefer a linux based server and sun seems to be the one for that but im not sure if solaris is a distro of linux or a completely different operating system can someone explain kiall mac innes irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL
ham,apols if this has been posted before URL so anyone who isn t beaker timc meep yahoo groups sponsor NUMBER dvds free s p join now URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL
ham,on thu aug NUMBER NUMBER at NUMBER NUMBER NUMBERpm NUMBER fergal moran mentioned in a nutshell solaris is suns own flavour of unix though i m sure that this nice person would like a bit more detail solaris is quite different to linux though these days you can make solaris act a lot like linux with an extra cd of gnu tools sun ship with solaris it is based on the sysv unix family so it s quite similar to other unixen like hpux and sco sun s hardware in general is more reliable and a lot more expe
ham,john p looney wrote on thu aug NUMBER NUMBER at NUMBER NUMBER NUMBERpm NUMBER fergal moran mentioned in a nutshell solaris is suns own flavour of unix though i m sure that this nice person would like a bit more detail solaris is quite different to linux though these days you can make solaris act a lot like linux with an extra cd of gnu tools sun ship with solaris it is based on the sysv unix family so it s quite similar to other unixen like hpux and sco sun s hardware in general is more reliable
ham,hey it s not easy being green leslie leslie ellen jones ph d jack of all trades and doctor of folklore lejones URL truth is an odd number flann o brien original message from dino to zzzzteana URL sent thursday august NUMBER NUMBER NUMBER NUMBER am subject re zzzzteana which muppet are you damn kermit boring wanna be rizzo he s the coolest dino yahoo groups sponsor advertisement to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to the yah
ham,on thu NUMBER aug NUMBER john p looney wrote sun s hardware in general is more reliable rofl not in our experience well at least our caps lock keys work peter URL said another problem i have a dell branded keyboard and if i hit caps lock twice the whole machine crashes in linux not windows even the on off switch is inactive leaving me to reach for the power cable instead p bauwolf URL said as if he wanted solaris NUMBER for xNUMBER he d be waiting a bit erm it runs solaris xNUMBER as standard c
ham,you have multiple generations of peasants squatters that cultivate and live on the lands almost as a human parts of the property package when i d read that getting legal title can take NUMBER years when i believe that NUMBER year ought to be more than sufficient and helped by the cairo reference i d assumed that we were talking about the urban poor if i see people living in mansions or even in suburban subdivisions i assume they didn t have too much trouble with their titles if i see people liv
ham,folks my first time posting have a bit of unix experience but am new to linux just got a new pc at home dell box with windows xp added a second hard disk for linux partitioned the disk and have installed suse NUMBER NUMBER from cd which went fine except it didn t pick up my monitor i have a dell branded eNUMBERfpp NUMBER lcd flat panel monitor and a nvidia geforceNUMBER tiNUMBER video card both of which are probably too new to feature in suse s default set i downloaded a driver from the nvidia w
ham,on thu NUMBER aug NUMBER joseph s barrera iii wrote why wait until you re dead i m sure there s enough carbon in the fat from your typical liposuction job to make a decent diamond so thats why i keep seeing debeers agents hovering around me tom diamonds in the folds of my flesh wsmf URL
ham,joseph s barrera iii wrote chris haun wrote a lifegem is a certified high quality diamond created from the carbon of your loved one as a memorial to their unique and wonderful life why wait until you re dead i m sure there s enough carbon in the fat from your typical liposuction job to make a decent diamond joe oh hell what about excrement i d love to be able to say no the sun doesn t shine out of my ass but there s the occasional diamond owen URL
ham,update on this for anyone that s interested and because i like closed threads nothing worse than an infinite while loop is there i ended up formatting a floppy on my flatmate s un networked pNUMBER running fatNUMBER winNUMBER and mcopied the contents of the bootdisk across now i have a fatNUMBER winNUMBER install running alongside slackware and can play metal gear solid when the mood takes me ciaran on wednesday NUMBER august NUMBER NUMBER NUMBER ciaran johnston wrote dublin said if you copy the
ham,has anyone seen heard of used some package that would let a random person go to a webpage create a mailing list then administer that list also of course let ppl sign up for the lists and manage their subscriptions similar to the old URL but i d like to have it running on my server not someone elses chris URL
ham,an apparent quote from dubya from the times sent to me by my dad URL tony blair s special relationship with george w bush is under considerable strain not only do the two disagree on yassir arafat s tenure as leader of the palestinian authority but blair has started telling disparaging anecdotes about the president baroness williams of crosby recalled a story told to her by my good friend tony blair recently in brighton blair bush and jacques chirac were discussing economics and in particular th
ham,this is an automated response to a message you have sent to hauns_froehlingsdorf URL i will be out of the office until monday august NUMBER NUMBER i will reply to your email when i return hauns ___________________________________ hauns froehlingsdorf network systems manager infinetivity inc NUMBER NUMBER NUMBER URL
ham,al white wrote erm it runs solaris xNUMBER as standard it runs solaris NUMBER xNUMBER as standard i was joking al m irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL
ham,hi thank you for the useful replies i have found some interesting tutorials in the ibm developer connection URL and URL registration is needed i will post the same message on the web application security list as suggested by someone for now i thing i will use mdNUMBER for password checking i will use the approach described in secure programmin fo linux and unix how to i will separate the authentication module so i can change its implementation at anytime thank you again mario torre please avoid
ham,mark twomey joked erm it runs solaris xNUMBER as standard it runs solaris NUMBER xNUMBER as standard i was joking al and will run solaris NUMBER when sun catch up with the xNUMBER drivers and kernel although don t hold your breath for the free dvd it will never come spot the person who applied for the free solaris NUMBER dvd only to be told three months later it is no longer available mutter fwiw solaris and linux seem to be getting closer all the time i can no longer see any specific reason why
ham,on thu aug NUMBER NUMBER at NUMBER NUMBER NUMBERpm NUMBER robert harley wrote an apparent quote from dubya from the times sent to me by my dad URL URL claim president george w bush proclaimed the problem with the french is that they don t have a word for entrepreneur origins yet another french fried george w bush is dumb story has been taken up by those who like their caricatures drawn in stark bold lines according to scuttlebutt that emerged in the british press in july NUMBER president bush br
ham,hehe sorry but if you hit caps lock twice the computer crashes theres one ive never heard before have you tryed dell support yet i think dell computers prefer redhat dell provide some computers pre loaded with red hat i dont know for sure tho so get someone elses opnion as well as mine original message from ilug admin URL mailto ilug admin URL on behalf of peter staunton sent NUMBER august NUMBER NUMBER NUMBER to ilug URL subject ilug newbie seeks advice suse NUMBER NUMBER folks my first time po
ham,at NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER nick hilliard wrote apologies for the possible silly question i don t think it is but but is eircom s adsl service nat ed no you get unfiltered access with a real but dynamic ip address and what implications would that have for voip i know there are difficulties with voip or connecting to clients connected to a nat ed network from the internet wild i e machines with static real ips you will probably suffer from the high latency of dls lines typically
ham,manoj kasichainula wrote URL claim president george w bush proclaimed the problem with the french is that they don t have a word for entrepreneur status false lloyd grove of the washington post was unable to reach baroness williams to gain her confirmation of the tale but he did receive a call from alastair campbell blair s director of communications and strategy i can tell you that the prime minister never heard george bush say that and he certainly never told shirley williams that president bu
ham,lucas gonze spam is the tool for dissident news since the fact that it s unsolicited means that recipients can t be blamed for being on a mailing list that depends on how the list is collected or even on what the senders say about how the list is collected better to just put it on a website and that way it can be surfed anonymously and it doesn t clutter my inbox _________________________________________________________________ chat with friends online try msn messenger URL URL
ham,on NUMBER aug NUMBER at NUMBER NUMBER robert harley wrote it s an amusing anecdote i don t know if it s true or not but certainly nothing here supports the authoritative sounding conclusion status false i actually thought it was pretty funny and quite accurate who cares if the spinmeisters are denying it URL
ham,i downloaded a driver from the nvidia website and installed it using rpm then i ran saxNUMBER as was recommended in some postings i found on the net but it still doesn t feature my video card in the available list what next hmmm peter open a terminal and as root type lsmod you want to find a module called nvdriver if it isn t loaded then load it insmod nvdriver o oh and ensure you have this module loaded on boot else when you reboot you might be in for a nasty surprise once the kernel module is
ham,according to my son it was actually homer simpson who claimed the french had no word for victory chuck on thursday august NUMBER NUMBER at NUMBER NUMBER pm robert harley wrote an apparent quote from dubya from the times sent to me by my dad URL tony blair s special relationship with george w bush is under considerable strain not only do the two disagree on yassir arafat s tenure as leader of the palestinian authority but blair has started telling disparaging anecdotes about the president barones
ham,whore eructed it s an amusing anecdote i don t know if it s true or not but certainly nothing here supports the authoritative sounding conclusion status false so thats the trick just let any anecdotal utterances you like be deemed true exsqueeze me but what part of i don t know if it s true or not did you fail to grok i personally doubt it simply because i never heard of bush and chirac going to brighton next time i hear a joke i promise not to laugh until i have checked out primary sources for
ham,i won t be reading email until sunday night or so good luck with NUMBER NUMBER and don t do anything i wouldn t do dan
ham,it will function as a router if that is what you wish it even looks like the modem s embedded os is some kind of linux being that it has interesting interfaces like ethNUMBER i don t use it as a router though i just have it do the absolute minimum dsl stuff and do all the really fun stuff like pppoe on my linux box also the manual tells you what the default password is don t forget to run pppoe over the alcatel speedtouch NUMBERi as in my case you have to have a bridge configured in the router m
